"ID_CLIENTE";"mes";"pageviews";"microconversion"
"C0472239";"Abril";8;0
"C0310525";"Abril";7;0
"C0013760";"Marzo";5;0
"C0390159";"Abril";14;1
"C0469297";"Abril";5;0
"C0856483";"Abril";10;0
"C0245138";"Marzo";18;1
"C0054549";"Abril";7;0
"C0873482";"Marzo";10;0
"C0062512";"Marzo";5;0
"C0224973";"Abril";19;1
"C0921688";"Marzo";5;0
"C0381794";"Marzo";11;1
"C0713707";"Abril";5;0
"C0800900";"Abril";7;0
"C0182089";"Marzo";9;0
"C0502127";"Abril";11;1
"C0493870";"Abril";7;0
"C0128163";"Abril";6;0
"C0448529";"Abril";7;0
"C0741027";"Abril";20;1
"C0885444";"Marzo";6;0
"C0095354";"Marzo";7;0
"C0416462";"Marzo";6;0
"C0432415";"Abril";5;0
"C0493187";"Abril";7;1
"C0910584";"Abril";7;0
"C0170191";"Abril";13;1
"C0422465";"Abril";22;1
"C0444381";"Marzo";8;0
"C0717697";"Marzo";14;1
"C0299118";"Marzo";7;0
"C0593501";"Abril";6;0
"C0858777";"Marzo";18;1
"C0140039";"Marzo";7;0
"C0689125";"Marzo";22;1
"C0346908";"Abril";8;0
"C0217082";"Marzo";13;1
"C0678814";"Marzo";6;1
"C0659627";"Marzo";8;0
"C0122021";"Abril";5;0
"C0119143";"Abril";9;0
"C0784919";"Marzo";5;0
"C0749988";"Abril";8;0
"C0855802";"Abril";8;0
"C0092659";"Marzo";7;1
"C0793415";"Abril";6;0
"C0147921";"Marzo";6;0
"C0296925";"Abril";8;0
"C0895611";"Abril";7;0
"C0755444";"Abril";9;0
"C0283004";"Abril";14;1
"C0443635";"Abril";9;0
"C0473183";"Marzo";8;0
"C0075760";"Abril";6;1
"C0550758";"Marzo";4;0
"C0608552";"Abril";4;0
"C0883957";"Marzo";5;0
"C0265594";"Abril";23;1
"C0998649";"Marzo";6;1
"C0130117";"Abril";8;0
"C0673783";"Marzo";7;1
"C0190377";"Marzo";4;0
"C0455486";"Marzo";21;1
"C0886321";"Abril";6;1
"C0111572";"Abril";6;1
"C0443899";"Marzo";9;0
"C0411834";"Abril";12;1
"C0367273";"Marzo";7;0
"C0483065";"Abril";6;0
"C0739919";"Marzo";8;0
"C0480020";"Marzo";7;0
"C0402702";"Marzo";6;1
"C0164527";"Marzo";7;0
"C0132615";"Abril";9;0
"C0839443";"Marzo";20;1
"C0242134";"Marzo";9;0
"C0234857";"Abril";6;0
"C0226565";"Abril";5;0
"C0545167";"Marzo";14;1
"C0539196";"Abril";13;1
"C0845444";"Marzo";7;0
"C0651709";"Marzo";5;0
"C0021654";"Abril";6;0
"C0556943";"Marzo";9;0
"C0653900";"Marzo";20;1
"C0470547";"Marzo";8;0
"C0384238";"Abril";8;0
"C0483822";"Marzo";9;0
"C0515794";"Abril";19;1
"C0564748";"Marzo";7;0
"C0947626";"Abril";8;0
"C0481616";"Marzo";8;0
"C0114357";"Marzo";5;0
"C0608468";"Abril";7;1
"C0571382";"Marzo";6;1
"C0487906";"Abril";7;1
"C0628562";"Marzo";12;1
"C0176572";"Marzo";7;0
"C0687060";"Abril";13;1
"C0415530";"Abril";7;0
"C0604572";"Marzo";13;1
"C0089732";"Abril";15;1
"C0614619";"Marzo";7;0
"C0372782";"Abril";23;1
"C0384541";"Abril";10;0
"C0941539";"Marzo";7;0
"C0352513";"Abril";8;0
"C0101220";"Abril";12;1
"C0891177";"Abril";6;0
"C0524335";"Marzo";7;1
"C0946693";"Marzo";5;0
"C0458032";"Abril";7;1
"C0571197";"Abril";11;1
"C0296553";"Abril";11;1
"C0547616";"Abril";5;0
"C0801976";"Marzo";14;1
"C0450543";"Abril";12;1
"C0193881";"Marzo";9;0
"C0665955";"Marzo";7;0
"C0181258";"Marzo";4;1
"C0670449";"Abril";6;1
"C0257930";"Marzo";14;1
"C0985168";"Marzo";20;1
"C0494731";"Marzo";13;1
"C0421617";"Abril";7;1
"C0230957";"Abril";14;1
"C0459626";"Abril";6;0
"C0780155";"Abril";3;0
"C0497551";"Abril";6;0
"C0530632";"Marzo";22;1
"C0579861";"Abril";5;0
"C0753341";"Abril";8;0
"C0254286";"Marzo";12;1
"C0200036";"Marzo";7;1
"C0923203";"Marzo";11;1
"C0698895";"Abril";6;1
"C0553835";"Abril";8;0
"C0261911";"Marzo";6;0
"C0011500";"Marzo";9;0
"C0343636";"Marzo";5;0
"C0896581";"Marzo";12;1
"C0352417";"Marzo";7;1
"C0293292";"Marzo";9;0
"C0437533";"Marzo";7;0
"C0981665";"Marzo";9;0
"C0440709";"Abril";6;0
"C0209599";"Marzo";7;0
"C0646228";"Marzo";19;1
"C0350553";"Marzo";8;0
"C0560701";"Abril";7;0
"C0861982";"Marzo";5;1
"C0633075";"Marzo";10;0
"C0002146";"Marzo";8;0
"C0349956";"Marzo";11;1
"C0200462";"Abril";7;1
"C0193260";"Abril";5;0
"C0399805";"Abril";7;0
"C0925741";"Abril";6;0
"C0870782";"Abril";8;0
"C0871643";"Marzo";7;0
"C0635592";"Marzo";15;1
"C0977480";"Abril";7;1
"C0009774";"Marzo";7;0
"C0888670";"Marzo";18;1
"C0510505";"Marzo";7;0
"C0081364";"Marzo";6;0
"C0105400";"Abril";8;0
"C0688610";"Abril";19;1
"C0688833";"Marzo";7;0
"C0344307";"Abril";7;0
"C0129353";"Marzo";9;0
"C0596642";"Marzo";9;0
"C0919408";"Abril";7;0
"C0761117";"Abril";7;0
"C0278882";"Abril";9;0
"C0415592";"Marzo";6;1
"C0668680";"Marzo";9;0
"C0451014";"Marzo";10;0
"C0982449";"Marzo";12;1
"C0044658";"Marzo";14;1
"C0829976";"Marzo";15;1
"C0335150";"Marzo";8;0
"C0561128";"Abril";6;0
"C0571765";"Abril";12;1
"C0396881";"Abril";22;1
"C0989648";"Abril";13;1
"C0685122";"Abril";5;0
"C0906142";"Marzo";15;1
"C0550722";"Abril";6;0
"C0252552";"Abril";5;0
"C0422321";"Marzo";13;1
"C0736067";"Marzo";8;0
"C0197719";"Abril";6;0
"C0845075";"Marzo";10;0
"C0649683";"Marzo";6;1
"C0945066";"Abril";9;0
"C0187541";"Abril";20;1
"C0643416";"Abril";6;0
"C0673841";"Marzo";6;0
"C0837674";"Abril";13;1
"C0161166";"Marzo";8;0
"C0031175";"Marzo";19;1
"C0968236";"Marzo";14;1
"C0079301";"Abril";14;1
"C0150754";"Marzo";17;1
"C0050461";"Abril";5;1
"C0673198";"Marzo";5;1
"C0516273";"Abril";13;1
"C0965917";"Marzo";8;0
"C0081741";"Marzo";7;0
"C0160193";"Abril";4;0
"C0990576";"Marzo";12;1
"C0099016";"Abril";22;1
"C0721838";"Abril";6;0
"C0513484";"Abril";6;1
"C0638606";"Abril";14;1
"C0882407";"Marzo";8;0
"C0381354";"Marzo";7;0
"C0801119";"Abril";7;0
"C0714438";"Abril";6;0
"C0732030";"Abril";9;0
"C0457401";"Abril";6;0
"C0265015";"Abril";21;1
"C0889084";"Abril";5;0
"C0468909";"Marzo";7;0
"C0592101";"Abril";13;1
"C0707301";"Marzo";12;1
"C0514952";"Abril";8;0
"C0864058";"Abril";12;1
"C0912591";"Marzo";14;1
"C0484968";"Marzo";7;0
"C0076935";"Marzo";14;1
"C0843105";"Abril";7;0
"C0012024";"Marzo";12;1
"C0794760";"Abril";7;1
"C0284157";"Abril";9;0
"C0391084";"Abril";7;0
"C0535687";"Marzo";7;0
"C0796939";"Marzo";7;0
"C0523147";"Abril";7;0
"C0212756";"Abril";6;0
"C0443287";"Abril";6;1
"C0077104";"Abril";10;0
"C0727956";"Marzo";10;1
"C0373562";"Marzo";8;0
"C0752999";"Abril";5;0
"C0752733";"Marzo";7;1
"C0893316";"Abril";5;0
"C0467425";"Marzo";5;0
"C0756637";"Marzo";10;0
"C0949798";"Marzo";7;0
"C0463586";"Marzo";6;0
"C0265248";"Abril";7;0
"C0397346";"Marzo";10;0
"C0654224";"Abril";14;1
"C0478252";"Marzo";9;0
"C0657702";"Abril";12;1
"C0500862";"Abril";7;0
"C0150367";"Abril";13;1
"C0230819";"Abril";12;1
"C0127116";"Marzo";9;0
"C0935821";"Marzo";12;1
"C0300190";"Abril";7;1
"C0323676";"Marzo";23;1
"C0136456";"Abril";6;0
"C0500905";"Marzo";11;1
"C0064288";"Abril";9;0
"C0499359";"Abril";19;1
"C0746074";"Marzo";23;1
"C0375113";"Abril";12;1
"C0259990";"Marzo";5;0
"C0866260";"Abril";6;1
"C0024341";"Marzo";7;0
"C0850879";"Marzo";6;0
"C0856345";"Marzo";8;0
"C0189694";"Abril";5;0
"C0089955";"Abril";5;1
"C0707030";"Abril";12;1
"C0330030";"Marzo";7;0
"C0464070";"Abril";6;1
"C0620147";"Marzo";7;1
"C0348885";"Marzo";8;0
"C0806824";"Abril";6;0
"C0835563";"Abril";6;0
"C0844234";"Abril";5;0
"C0778383";"Marzo";7;0
"C0435302";"Abril";5;1
"C0163873";"Marzo";8;0
"C0052171";"Marzo";11;0
"C0423125";"Marzo";12;1
"C0939211";"Marzo";6;0
"C0050482";"Marzo";8;0
"C0173032";"Marzo";14;1
"C0773195";"Marzo";8;0
"C0199159";"Marzo";7;1
"C0047524";"Marzo";12;1
"C0383996";"Abril";6;0
"C0453292";"Marzo";5;0
"C0252338";"Abril";7;0
"C0051613";"Abril";13;1
"C0673870";"Marzo";8;0
"C0536953";"Abril";8;0
"C0293690";"Abril";8;0
"C0056097";"Abril";7;1
"C0212375";"Marzo";5;0
"C0382974";"Abril";5;0
"C0174640";"Marzo";7;0
"C0661586";"Abril";9;0
"C0025871";"Marzo";20;1
"C0007850";"Marzo";12;1
"C0456932";"Abril";9;0
"C0903457";"Marzo";9;0
"C0149161";"Abril";7;0
"C0832670";"Abril";4;0
"C0688738";"Abril";5;0
"C0768985";"Abril";14;1
"C0823765";"Marzo";13;1
"C0189551";"Marzo";10;0
"C0737055";"Marzo";23;1
"C0002088";"Marzo";12;1
"C0217729";"Abril";14;1
"C0035641";"Abril";8;0
"C0600990";"Abril";9;0
"C0197700";"Marzo";18;1
"C0557557";"Abril";9;0
"C0825402";"Abril";7;0
"C0366269";"Abril";5;1
"C0518881";"Abril";20;1
"C0598228";"Abril";19;1
"C0560376";"Abril";8;0
"C0659501";"Marzo";8;0
"C0719819";"Abril";7;0
"C0773160";"Marzo";13;1
"C0939999";"Abril";7;0
"C0616506";"Marzo";7;0
"C0032042";"Abril";5;0
"C0257184";"Abril";12;1
"C0141728";"Abril";11;1
"C0481174";"Abril";6;1
"C0246577";"Abril";4;1
"C0650261";"Marzo";10;1
"C0683992";"Marzo";7;0
"C0977497";"Abril";14;1
"C0317838";"Abril";10;0
"C0653510";"Abril";7;1
"C0436275";"Abril";13;1
"C0140310";"Marzo";9;0
"C0144389";"Abril";8;0
"C0389913";"Marzo";4;0
"C0865168";"Marzo";7;0
"C0537669";"Marzo";7;0
"C0439534";"Abril";7;0
"C0210741";"Abril";6;1
"C0032001";"Abril";12;1
"C0413875";"Abril";3;0
"C0672730";"Abril";9;0
"C0726357";"Abril";21;1
"C0664288";"Marzo";8;0
"C0172226";"Abril";21;1
"C0798674";"Marzo";6;0
"C0631898";"Marzo";8;0
"C0379896";"Abril";5;0
"C0876820";"Marzo";9;0
"C0824473";"Marzo";7;0
"C0301785";"Abril";10;1
"C0574083";"Abril";13;1
"C0517075";"Marzo";9;0
"C0710381";"Abril";20;1
"C0197436";"Marzo";5;0
"C0466652";"Abril";14;1
"C0914602";"Marzo";10;0
"C0807460";"Abril";8;0
"C0577978";"Abril";7;0
"C0176260";"Abril";20;1
"C0353214";"Marzo";8;0
"C0702868";"Abril";16;1
"C0999117";"Marzo";5;0
"C0387001";"Marzo";22;1
"C0158847";"Marzo";7;0
"C0301124";"Abril";21;1
"C0859997";"Marzo";8;0
"C0601565";"Abril";7;0
"C0295991";"Abril";8;0
"C0014062";"Marzo";6;0
"C0042426";"Abril";11;1
"C0892649";"Marzo";6;1
"C0147198";"Marzo";8;0
"C0370403";"Marzo";6;1
"C0458898";"Abril";6;1
"C0762546";"Abril";8;0
"C0974991";"Marzo";8;0
"C0725251";"Marzo";21;1
"C0078031";"Abril";8;0
"C0664320";"Abril";15;1
"C0066764";"Marzo";8;0
"C0527371";"Marzo";22;1
"C0681953";"Abril";6;0
"C0153463";"Abril";8;0
"C0139478";"Marzo";8;0
"C0118953";"Abril";6;0
"C0278546";"Abril";8;0
"C0164413";"Marzo";7;1
"C0921332";"Abril";7;1
"C0971920";"Abril";7;0
"C0725472";"Abril";7;1
"C0988463";"Abril";4;0
"C0044321";"Abril";12;1
"C0264641";"Marzo";7;0
"C0777216";"Abril";19;1
"C0100758";"Abril";6;0
"C0730328";"Marzo";13;1
"C0577804";"Marzo";8;0
"C0287347";"Abril";8;0
"C0932074";"Abril";12;1
"C0253854";"Marzo";12;1
"C0444424";"Abril";19;1
"C0578131";"Marzo";13;1
"C0188331";"Marzo";6;0
"C0283726";"Marzo";12;1
"C0922998";"Marzo";6;0
"C0116999";"Abril";20;1
"C0983958";"Marzo";20;1
"C0776621";"Marzo";20;1
"C0982552";"Marzo";7;0
"C0221896";"Marzo";11;1
"C0598033";"Marzo";6;1
"C0632595";"Marzo";8;0
"C0108933";"Marzo";7;1
"C0771818";"Abril";6;1
"C0192207";"Marzo";8;0
"C0369073";"Abril";8;0
"C0763454";"Marzo";18;1
"C0570726";"Marzo";9;0
"C0092385";"Marzo";7;1
"C0877692";"Abril";14;1
"C0972569";"Marzo";12;1
"C0491087";"Abril";7;0
"C0939715";"Abril";8;0
"C0795140";"Marzo";19;1
"C0388014";"Abril";24;1
"C0491703";"Marzo";8;0
"C0306295";"Marzo";13;1
"C0671730";"Marzo";5;0
"C0915992";"Marzo";5;0
"C0004778";"Marzo";6;1
"C0802852";"Abril";9;0
"C0168029";"Abril";4;0
"C0842790";"Marzo";13;1
"C0250716";"Abril";20;1
"C0218493";"Marzo";6;0
"C0267297";"Abril";15;1
"C0622789";"Marzo";4;0
"C0895987";"Marzo";10;0
"C0997706";"Abril";7;0
"C0780299";"Abril";5;1
"C0251514";"Abril";8;0
"C0907337";"Abril";7;1
"C0065566";"Marzo";4;0
"C0811149";"Marzo";8;0
"C0678722";"Abril";6;0
"C0917663";"Abril";7;0
"C0339174";"Abril";6;0
"C0676224";"Abril";10;0
"C0381473";"Abril";18;1
"C0737960";"Marzo";4;0
"C0614698";"Marzo";8;0
"C0295280";"Abril";13;1
"C0824237";"Abril";6;0
"C0971999";"Marzo";6;0
"C0811015";"Marzo";7;0
"C0856696";"Abril";6;1
"C0831321";"Abril";14;1
"C0773721";"Abril";7;0
"C0210905";"Marzo";7;0
"C0437065";"Marzo";6;0
"C0440907";"Abril";14;1
"C0805943";"Abril";13;1
"C0092287";"Marzo";19;1
"C0962952";"Abril";12;1
"C0602078";"Marzo";12;1
"C0151806";"Abril";6;0
"C0725051";"Abril";3;0
"C0309177";"Marzo";8;0
"C0164909";"Abril";7;0
"C0801986";"Abril";4;0
"C0161166";"Abril";7;1
"C0799696";"Abril";12;1
"C0081850";"Marzo";5;1
"C0415520";"Abril";7;0
"C0910070";"Marzo";6;1
"C0812581";"Marzo";9;0
"C0327691";"Abril";7;0
"C0699979";"Abril";8;0
"C0035667";"Abril";5;1
"C0308496";"Abril";12;1
"C0852939";"Abril";7;1
"C0506779";"Abril";5;0
"C0566456";"Abril";11;1
"C0087635";"Abril";8;0
"C0715638";"Abril";7;0
"C0624822";"Marzo";8;0
"C0965850";"Marzo";6;1
"C0899397";"Marzo";10;0
"C0052609";"Abril";6;1
"C0857282";"Marzo";7;1
"C0941318";"Marzo";7;0
"C0566828";"Marzo";9;0
"C0375315";"Marzo";8;0
"C0833981";"Marzo";15;1
"C0544936";"Abril";19;1
"C0193863";"Marzo";8;0
"C0668259";"Marzo";6;1
"C0849217";"Marzo";8;0
"C0120865";"Marzo";7;0
"C0374152";"Marzo";8;0
"C0866947";"Marzo";12;1
"C0169130";"Abril";4;1
"C0246824";"Abril";18;1
"C0136410";"Marzo";4;0
"C0945068";"Abril";6;0
"C0804214";"Marzo";5;0
"C0625126";"Marzo";8;0
"C0258513";"Marzo";13;1
"C0934951";"Marzo";4;0
"C0608236";"Marzo";8;0
"C0586225";"Marzo";8;0
"C0623426";"Abril";5;0
"C0556631";"Marzo";6;0
"C0735860";"Abril";7;1
"C0385792";"Marzo";8;0
"C0016988";"Abril";3;0
"C0427374";"Abril";21;1
"C0031246";"Abril";9;0
"C0526174";"Abril";6;0
"C0672635";"Abril";6;0
"C0466668";"Marzo";5;0
"C0043954";"Abril";9;0
"C0998584";"Abril";6;0
"C0987343";"Abril";7;0
"C0487707";"Abril";6;0
"C0097603";"Marzo";5;0
"C0147578";"Marzo";7;1
"C0350040";"Abril";13;1
"C0313592";"Marzo";13;1
"C0108687";"Abril";7;1
"C0382729";"Marzo";6;1
"C0186015";"Abril";7;0
"C0520123";"Marzo";14;1
"C0953647";"Abril";7;0
"C0244463";"Marzo";9;0
"C0765888";"Abril";20;1
"C0175085";"Marzo";8;0
"C0220858";"Abril";10;0
"C0668340";"Abril";7;1
"C0591770";"Marzo";18;1
"C0387296";"Abril";8;0
"C0922866";"Abril";12;1
"C0313771";"Abril";21;1
"C0839346";"Abril";7;0
"C0130346";"Marzo";9;0
"C0505413";"Abril";8;0
"C0065087";"Abril";7;0
"C0151346";"Marzo";5;1
"C0058697";"Abril";6;0
"C0730597";"Abril";12;1
"C0957056";"Abril";6;0
"C0639730";"Marzo";8;0
"C0352379";"Abril";7;0
"C0784103";"Marzo";10;0
"C0434466";"Marzo";21;1
"C0939288";"Abril";7;1
"C0148783";"Abril";12;1
"C0827427";"Abril";6;1
"C0044941";"Abril";5;0
"C0988093";"Abril";9;0
"C0445810";"Marzo";6;0
"C0051045";"Abril";4;0
"C0904276";"Abril";8;0
"C0313453";"Abril";12;1
"C0953214";"Marzo";7;1
"C0814809";"Marzo";5;0
"C0229770";"Marzo";7;1
"C0110070";"Marzo";20;1
"C0561376";"Marzo";5;0
"C0532315";"Abril";7;0
"C0860379";"Marzo";7;0
"C0599451";"Abril";6;1
"C0224405";"Marzo";20;1
"C0432172";"Abril";5;0
"C0717555";"Marzo";6;0
"C0335191";"Abril";5;0
"C0044430";"Marzo";6;0
"C0793512";"Marzo";5;0
"C0654601";"Abril";8;0
"C0098657";"Abril";9;0
"C0538102";"Abril";5;0
"C0792565";"Abril";13;1
"C0477699";"Abril";5;1
"C0684552";"Abril";5;0
"C0632871";"Abril";5;0
"C0431496";"Marzo";7;1
"C0986255";"Abril";12;1
"C0073177";"Marzo";6;0
"C0517205";"Marzo";9;0
"C0482061";"Marzo";7;0
"C0409155";"Abril";7;0
"C0540525";"Abril";6;1
"C0327534";"Marzo";6;0
"C0420693";"Abril";5;1
"C0375466";"Abril";18;1
"C0927601";"Abril";9;0
"C0673870";"Abril";7;0
"C0560845";"Abril";4;0
"C0480864";"Marzo";9;0
"C0634022";"Marzo";9;0
"C0646067";"Marzo";10;0
"C0102826";"Marzo";6;1
"C0080214";"Abril";6;0
"C0181220";"Marzo";9;0
"C0674183";"Abril";10;0
"C0749128";"Marzo";13;1
"C0973492";"Abril";7;0
"C0904394";"Abril";7;0
"C0031489";"Abril";12;1
"C0513131";"Marzo";12;1
"C0964009";"Abril";8;0
"C0701602";"Marzo";9;0
"C0683231";"Marzo";13;1
"C0487906";"Marzo";4;0
"C0882983";"Abril";8;0
"C0049283";"Abril";23;1
"C0291980";"Marzo";5;0
"C0705157";"Marzo";6;0
"C0699725";"Abril";4;0
"C0633968";"Abril";6;0
"C0843539";"Marzo";18;1
"C0458938";"Marzo";6;1
"C0484464";"Abril";21;1
"C0180032";"Marzo";8;0
"C0293875";"Marzo";17;1
"C0466572";"Abril";7;0
"C0072272";"Marzo";7;0
"C0977569";"Marzo";5;0
"C0241244";"Abril";6;0
"C0456551";"Marzo";12;1
"C0795022";"Marzo";12;1
"C0076936";"Abril";21;1
"C0970120";"Marzo";11;1
"C0589831";"Marzo";6;0
"C0203716";"Marzo";6;0
"C0124939";"Abril";14;1
"C0538670";"Abril";13;1
"C0239875";"Marzo";7;0
"C0765983";"Abril";6;1
"C0606555";"Marzo";5;0
"C0922866";"Marzo";8;0
"C0502346";"Abril";11;1
"C0534048";"Marzo";7;0
"C0081833";"Abril";20;1
"C0416450";"Abril";12;1
"C0711567";"Marzo";6;1
"C0699977";"Marzo";6;0
"C0786369";"Marzo";7;0
"C0705593";"Abril";6;1
"C0330496";"Abril";7;0
"C0878823";"Abril";6;0
"C0060634";"Marzo";8;0
"C0468167";"Marzo";7;1
"C0612404";"Abril";21;1
"C0936797";"Abril";9;0
"C0912029";"Abril";22;1
"C0483834";"Abril";20;1
"C0342341";"Abril";8;0
"C0308383";"Marzo";9;0
"C0553760";"Marzo";11;1
"C0590050";"Marzo";11;1
"C0456565";"Abril";18;1
"C0845650";"Marzo";6;0
"C0312413";"Marzo";4;0
"C0653852";"Abril";7;0
"C0277332";"Abril";18;1
"C0553144";"Abril";8;0
"C0295768";"Marzo";4;1
"C0474664";"Abril";6;0
"C0182621";"Marzo";12;1
"C0183542";"Marzo";12;1
"C0565308";"Abril";9;0
"C0945453";"Abril";6;1
"C0187069";"Abril";4;0
"C0912911";"Abril";5;0
"C0360305";"Abril";14;1
"C0689047";"Abril";7;0
"C0848100";"Marzo";12;1
"C0831453";"Abril";4;1
"C0129578";"Abril";10;0
"C0026738";"Abril";7;0
"C0252391";"Marzo";9;0
"C0139703";"Marzo";5;0
"C0104895";"Abril";7;0
"C0480909";"Marzo";12;1
"C0365373";"Abril";12;1
"C0428462";"Marzo";9;0
"C0161566";"Marzo";8;0
"C0872154";"Abril";15;1
"C0125056";"Abril";8;0
"C0008602";"Abril";5;1
"C0504440";"Abril";13;1
"C0327691";"Marzo";8;0
"C0759644";"Marzo";20;1
"C0009885";"Marzo";20;1
"C0641573";"Marzo";4;0
"C0205498";"Abril";6;0
"C0278524";"Marzo";6;0
"C0688280";"Marzo";10;0
"C0922208";"Abril";6;0
"C0933532";"Abril";9;0
"C0695242";"Marzo";8;0
"C0895389";"Abril";14;1
"C0957781";"Marzo";6;0
"C0595008";"Marzo";7;0
"C0248727";"Marzo";8;0
"C0902777";"Abril";7;0
"C0055122";"Marzo";9;0
"C0343004";"Marzo";9;0
"C0794411";"Abril";15;1
"C0888009";"Marzo";8;0
"C0002084";"Marzo";23;1
"C0143184";"Abril";12;1
"C0511595";"Abril";4;0
"C0266363";"Marzo";12;1
"C0913308";"Marzo";6;0
"C0801356";"Marzo";9;0
"C0069183";"Marzo";13;1
"C0277411";"Marzo";9;0
"C0472511";"Abril";5;0
"C0985275";"Marzo";13;1
"C0938853";"Marzo";6;1
"C0811497";"Abril";11;1
"C0746029";"Abril";12;1
"C0218762";"Abril";8;0
"C0249584";"Abril";20;1
"C0389477";"Marzo";8;0
"C0743144";"Marzo";8;0
"C0225541";"Marzo";6;0
"C0721915";"Abril";7;0
"C0164456";"Marzo";6;0
"C0128334";"Abril";7;1
"C0377997";"Marzo";9;0
"C0030053";"Abril";9;0
"C0441675";"Abril";10;0
"C0276812";"Abril";7;1
"C0364916";"Marzo";8;0
"C0800628";"Marzo";8;0
"C0193038";"Abril";8;0
"C0380225";"Abril";13;1
"C0318415";"Abril";12;1
"C0345082";"Abril";21;1
"C0846488";"Marzo";5;0
"C0703972";"Abril";8;0
"C0038278";"Abril";7;0
"C0314075";"Abril";6;1
"C0141645";"Marzo";22;1
"C0823446";"Marzo";7;0
"C0846638";"Abril";6;0
"C0893049";"Marzo";20;1
"C0475611";"Marzo";5;0
"C0250935";"Marzo";6;0
"C0927647";"Marzo";6;1
"C0347336";"Marzo";22;1
"C0542274";"Marzo";5;0
"C0987041";"Marzo";9;0
"C0315444";"Abril";10;0
"C0055996";"Abril";6;0
"C0284146";"Abril";14;1
"C0920162";"Marzo";7;0
"C0753609";"Marzo";5;0
"C0460568";"Abril";15;1
"C0665221";"Abril";12;1
"C0410058";"Marzo";6;0
"C0473027";"Marzo";9;0
"C0087784";"Abril";12;1
"C0465865";"Marzo";7;0
"C0489710";"Marzo";11;1
"C0446899";"Abril";7;0
"C0246774";"Marzo";9;0
"C0208575";"Marzo";9;0
"C0482014";"Abril";19;1
"C0330390";"Marzo";6;1
"C0772828";"Marzo";5;1
"C0636500";"Abril";12;1
"C0124679";"Abril";7;0
"C0426870";"Abril";7;0
"C0817129";"Abril";7;0
"C0639848";"Marzo";6;0
"C0666730";"Marzo";7;0
"C0225205";"Abril";8;0
"C0739184";"Abril";8;0
"C0451620";"Marzo";6;0
"C0803649";"Abril";6;0
"C0827305";"Marzo";7;1
"C0027527";"Abril";12;1
"C0929185";"Marzo";4;1
"C0591770";"Abril";7;0
"C0218681";"Marzo";8;0
"C0125812";"Abril";7;0
"C0461757";"Marzo";6;1
"C0984941";"Marzo";4;0
"C0229195";"Marzo";8;0
"C0379877";"Abril";5;0
"C0974076";"Abril";9;0
"C0303070";"Abril";3;0
"C0821683";"Marzo";9;0
"C0009263";"Marzo";14;1
"C0043535";"Abril";7;1
"C0960708";"Abril";15;1
"C0835024";"Abril";12;1
"C0592214";"Marzo";16;1
"C0490812";"Marzo";6;0
"C0298023";"Abril";14;1
"C0233967";"Abril";12;1
"C0805871";"Marzo";11;1
"C0205857";"Abril";6;0
"C0750022";"Abril";8;0
"C0725899";"Abril";22;1
"C0530957";"Marzo";6;0
"C0205715";"Marzo";6;1
"C0795645";"Abril";15;1
"C0912204";"Marzo";11;1
"C0388196";"Abril";18;1
"C0007388";"Marzo";8;0
"C0002696";"Abril";13;1
"C0219978";"Marzo";5;0
"C0746015";"Abril";12;1
"C0627509";"Marzo";7;0
"C0153787";"Abril";6;1
"C0770090";"Marzo";8;0
"C0616268";"Marzo";8;0
"C0191557";"Marzo";8;0
"C0935215";"Marzo";14;1
"C0315042";"Marzo";9;0
"C0739576";"Marzo";8;0
"C0247576";"Abril";7;0
"C0591987";"Marzo";12;1
"C0142006";"Abril";21;1
"C0501569";"Abril";11;1
"C0967690";"Marzo";4;0
"C0086673";"Marzo";4;0
"C0652074";"Abril";14;1
"C0841646";"Marzo";6;1
"C0049321";"Marzo";6;0
"C0561783";"Marzo";17;1
"C0734478";"Abril";7;1
"C0613136";"Abril";19;1
"C0857724";"Abril";7;0
"C0468167";"Abril";9;0
"C0686509";"Abril";18;1
"C0221401";"Abril";5;0
"C0918018";"Abril";5;1
"C0836107";"Marzo";9;0
"C0655763";"Marzo";6;0
"C0453967";"Abril";8;0
"C0340314";"Marzo";8;0
"C0114552";"Marzo";12;1
"C0245431";"Abril";3;0
"C0249519";"Marzo";8;0
"C0653009";"Marzo";6;0
"C0087438";"Marzo";19;1
"C0732098";"Marzo";7;0
"C0876079";"Abril";7;1
"C0156148";"Marzo";19;1
"C0570300";"Marzo";7;1
"C0456767";"Abril";12;1
"C0227014";"Abril";8;0
"C0349651";"Marzo";9;0
"C0381122";"Marzo";12;1
"C0312156";"Marzo";20;1
"C0125056";"Marzo";21;1
"C0588112";"Marzo";6;0
"C0637870";"Marzo";5;0
"C0973452";"Abril";20;1
"C0164455";"Abril";14;1
"C0895789";"Marzo";6;0
"C0791213";"Marzo";6;0
"C0555775";"Abril";9;0
"C0146943";"Abril";8;0
"C0005009";"Abril";6;0
"C0624440";"Marzo";7;0
"C0885244";"Marzo";12;1
"C0955515";"Abril";6;1
"C0835024";"Marzo";7;1
"C0569749";"Marzo";6;0
"C0573183";"Marzo";7;1
"C0758783";"Abril";7;0
"C0221048";"Marzo";5;1
"C0866277";"Marzo";7;0
"C0397058";"Abril";11;1
"C0485458";"Marzo";5;0
"C0218409";"Abril";7;0
"C0687548";"Marzo";5;0
"C0608651";"Marzo";6;1
